Job Title,Rating,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company,min_salary,max_salary,avg_salary,job_state,same_state,age
Systems Analyst - Data Integration and ETL process,3.4,"San Diego, CA",-1,501 - 1000 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Kelly IT
",34,61,47.5,CA,0,1
Senior Financial Data Analyst,3.5,"San Diego, CA","San Diego, CA",501 - 1000 ,Private,Lending,Finance,Unknown / Non-Applicable,-1,True,"Vervent
",34,61,47.5,CA,1,35
Sr. C4I Data Analyst/Engineer,3.3,"San Diego, CA","Chantilly, VA",10000 ,Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,-1,"Perspecta
",34,61,47.5,CA,0,3
Senior Tactical Data Link Systems Analyst,3.7,"San Diego, CA","Stafford, VA",51 - 200 ,Private,IT Services,Information Technology,10 - 25 million,-1,-1,"SBG Techology Solutions
",34,61,47.5,CA,0,17
Data Analyst I,4.1,"Plano, TX","Tempe, AZ",5001 - 10000 ,Public,Enterprise Software & Network Solutions,Information Technology,5 - 10 billion,"CDW, PCM, SHI International",-1,"Insight Enterprises, Inc.
",24,48,36.0,TX,0,33
Data Analyst II,4.1,"Plano, TX","Tempe, AZ",5001 - 10000 ,Public,Enterprise Software & Network Solutions,Information Technology,5 - 10 billion,"CDW, PCM, SHI International",-1,"Insight Enterprises, Inc.
",24,48,36.0,TX,0,33
Data Conversion Analyst,4.3,"Allen, TX","Ottawa, Canada",5001 - 10000 ,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,500 million - 1 billion,Tyler Technologies,-1,"Harris Computer
",24,48,36.0,TX,0,45
Data Analyst - Retail (Entry Level),3.3,"Arlington, TX","London, United Kingdom",10000 ,Private,Grocery Stores & Supermarkets,Retail,10 billion,"ALDI, Tesco, Carrefour",-1,"Lidl
",24,48,36.0,TX,0,27
Data Analyst - Healthcare Fraud,3.1,"Dallas, TX","Easton, MD",501 - 1000 ,Nonprofit Organization,Consulting,Business Services,50 - 100 million,-1,-1,"Delmarva Foundation
",24,48,36.0,TX,0,48
Data Analyst Intern,4.9,"Dallas, TX","Dallas, TX",51 - 200 ,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,"Pieces Technology, Inc.
",24,48,36.0,TX,1,6
Data Analyst BHJOB11946_,3.3,"Dallas, TX","Chicago, IL",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Addison Group
",24,48,36.0,TX,0,22
SQL Data Analyst,3.9,"Dallas, TX","New York, NY",51 - 200 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Robert Half, Insight Global",-1,"Mondo
",24,48,36.0,TX,0,21
Data Science - Analyst/Associate - Security Incident Response Team,4.0,"Dallas, TX","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1,"Goldman Sachs
",24,48,36.0,TX,0,152
Game Data Analyst,5.0,"Richardson, TX","Richardson, TX",1 - 50 ,Private,Audiovisual,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,-1,"PeopleFun
",24,48,36.0,TX,1,1
"Analyst, Data Intelligence",3.7,"Dallas, TX","Dallas, TX",501 - 1000 ,Private,Advertising & Marketing,Business Services,100 - 500 million,-1,-1,"The Richards Group
",24,48,36.0,TX,1,64
HR Data Analyst II,3.7,"Dallas, TX","New York, NY",1001 - 5000 ,Private,Financial Analytics & Research,Finance,10 billion,-1,-1,"Federal Reserve Bank
",24,48,36.0,TX,0,107
Data Analyst,3.8,"Dallas, TX","Plano, TX",1 - 50 ,Contract,-1,-1,Unknown / Non-Applicable,-1,-1,"TekniSMart Solutions
",24,48,36.0,TX,0,1
Data Analyst,4.4,"Dallas, TX","Richardson, TX",1001 - 5000 ,Private,IT Services,Information Technology,100 - 500 million,-1,-1,"InfoVision, Inc.
",24,48,36.0,TX,0,26
DATA ANALYST,3.1,"Dallas, TX","Dallas, TX",201 - 500 ,Government,Municipal Governments,Government,50 - 100 million,-1,-1,"Dallas County
",24,48,36.0,TX,1,1
Data Science – Analyst/Associate - Security Incident Response Team,4.0,"Dallas, TX","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1,"Goldman Sachs
",24,48,36.0,TX,0,152
IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,3.4,"Irving, TX","Bezons, France",10000 ,Public,IT Services,Information Technology,10 billion,"Accenture, Capgemini",-1,"Atos
",24,48,36.0,TX,0,102
Data Analyst (HR),3.3,"Arlington, TX","London, United Kingdom",10000 ,Private,Grocery Stores & Supermarkets,Retail,10 billion,"ALDI, Tesco, Carrefour",-1,"Lidl
",24,48,36.0,TX,0,27
Data Analyst,4.1,"Dallas, TX","Nokia, Finland",10000 ,Public,Telecommunications Services,Telecommunications,10 billion,"Ericsson-Worldwide, Huawei Technologies, Microsoft",-1,"Nokia
",24,48,36.0,TX,0,156
"Data Analyst (SQL, Tableau)",3.5,"Richardson, TX","Wayne, PA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Adecco, Kforce",-1,"The Judge Group, Inc.
",24,48,36.0,TX,0,51
DATA ANALYST TEAM — Data Analyst,3.3,"Dallas, TX","Hastings, MN",1 - 50 ,Private,-1,-1,1 million,-1,-1,"Precision
",24,48,36.0,TX,0,1
Data Analyst,3.4,"Dallas, TX","Rockville, MD",201 - 500 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"ZeniMax Media, Inc.
",24,48,36.0,TX,0,22
Data Analyst (Product Analytics),2.8,"Dallas, TX","Norwalk, CT",1001 - 5000 ,Private,Advertising & Marketing,Business Services,100 - 500 million,-1,-1,"Match Group
",24,48,36.0,TX,0,23
Data Analyst,2.9,"Irving, TX","Dallas, TX",1001 - 5000 ,Public,Banks & Credit Unions,Finance,1 - 2 billion,-1,-1,"Hilltop Holdings
",24,48,36.0,TX,0,23
Performance Improvement Data Analyst,4.0,"Dallas, TX","Dallas, TX",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"Texas Scottish Rite Hospital for Children
",24,48,36.0,TX,1,100
Junior Data Analyst,5.0,"Dallas, TX","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",24,48,36.0,TX,0,13
Data Analyst,2.9,"Plano, TX","Frisco, TX",201 - 500 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"Human Coalition
",24,48,36.0,TX,0,1
DALLAS Campus Recruiting 2018 - I&D - Data Analyst,3.8,"Dallas, TX","Paris, France",10000 ,Public,Enterprise Software & Network Solutions,Information Technology,10 billion,"Accenture, CGI, Sopra Steria",-1,"Capgemini
",24,48,36.0,TX,0,54
Business Data Analyst,3.8,"Dallas, TX","Red Bank, NJ",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Kforce, Mitchell Martin, Insight Global",-1,"Diversant LLC
",30,53,41.5,TX,0,16
"Analyst, Data & Design",3.3,"Dallas, TX","Dallas, TX",10000 ,School / School District,Preschool & Child Care,Education,1 - 2 billion,-1,-1,"Dallas ISD
",30,53,41.5,TX,1,154
Data Quality Analyst,3.6,"Dallas, TX","Dallas, TX",501 - 1000 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,True,"Signify Health
",30,53,41.5,TX,1,4
Data Analyst,4.1,"Dallas, TX","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",30,53,41.5,TX,0,55
Data Analyst,4.6,"Dallas, TX","Dallas, TX",1 - 50 ,Private,Investment Banking & Asset Management,Finance,5 - 10 million,-1,-1,"Financial Additions
",30,53,41.5,TX,1,22
"Analyst I, Data & Design",3.3,"Dallas, TX","Dallas, TX",10000 ,School / School District,Preschool & Child Care,Education,1 - 2 billion,-1,-1,"Dallas Independent School District
",30,53,41.5,TX,1,154
Data Analyst,3.4,"Irving, TX","Santa Ana, CA",10000 ,Public,Insurance Carriers,Insurance,5 - 10 billion,-1,-1,"First American Financial Corporation
",30,53,41.5,TX,0,132
Client Data Analyst,3.6,"Dallas, TX","Dallas, TX",501 - 1000 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,True,"Signify Health
",30,53,41.5,TX,1,4
HR Data Analyst II,4.1,"Dallas, TX","Washington, DC",1001 - 5000 ,Government,Federal Agencies,Government,Unknown / Non-Applicable,"FDIC, Office of the Comptroller of the Currency, SEC",-1,"Federal Reserve Bank (FRB)
",30,53,41.5,TX,0,108
Healthcare Data Analyst,3.8,"Dallas, TX","Yakima, WA",51 - 200 ,Private,Health Care Services & Hospitals,Health Care,10 - 25 million,-1,-1,"VITALWARE LLC
",30,53,41.5,TX,0,11
Data Analyst II,3.6,"Grapevine, TX","Grapevine, TX",1001 - 5000 ,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,2 - 5 billion,-1,-1,"Kubota Tractor
",30,53,41.5,TX,1,50
Data Analyst,2.9,"Dallas, TX","Dallas, TX",10000 ,Public,Transportation Equipment Manufacturing,Manufacturing,5 - 10 billion,"GATX, BNSF Railway",-1,"Trinity Industries
",30,53,41.5,TX,1,88
Data Analyst,3.7,"Plano, TX","Atlanta, GA",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Randstad US
",30,53,41.5,TX,0,1
System/Data Analyst,3.5,"Irving, TX","Mumbai, India",10000 ,Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",-1,"L&T Infotech
",30,53,41.5,TX,0,24
HR Data Analyst II,3.6,"Dallas, TX","Richmond, VA",1001 - 5000 ,Nonprofit Organization,Banks & Credit Unions,Finance,5 - 10 billion,-1,-1,"Federal Reserve Bank of Richmond
",30,53,41.5,TX,0,107
Data Analyst,1.0,"Plano, TX","New York, NY",1 - 50 ,Private,IT Services,Information Technology,1 million,-1,-1,"Sphinix Solutions
",30,53,41.5,TX,0,1
Data Reporting Analyst,4.1,"Dallas, TX","Utica, MI",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"A-Line Staffing Solutions
",30,53,41.5,TX,0,17
Sr Data Integrity Analyst,3.8,"Dallas, TX","Dallas, TX",1001 - 5000 ,Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",2 - 5 billion,-1,-1,"Atmos Energy Corp.
",30,53,41.5,TX,1,115
Data System Analyst,3.7,"Irving, TX","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"Citi
",30,53,41.5,TX,0,209
Data Analyst,5.0,"Dallas, TX","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",30,53,41.5,TX,0,13
Research Data Analyst,2.6,"Arlington, TX","Arlington, TX",201 - 500 ,Nonprofit Organization,Membership Organizations,Business Services,10 - 25 million,-1,-1,"North Central Texas Council of Governments
",30,53,41.5,TX,1,55
RAPD Risk Platforms & Data - Analyst,4.0,"Dallas, TX","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1,"Goldman Sachs
",30,53,41.5,TX,0,152
Business Data Analyst,3.5,"Plano, TX","Santa Clara, CA",5001 - 10000 ,Private,Computer Hardware & Software,Information Technology,10 billion,"Palo Alto Networks, NortonLifeLock, CrowdStrike",-1,"McAfee
",30,53,41.5,TX,0,34
Data Analyst,4.6,"Plano, TX","Memphis, TN",51 - 200 ,Private,Consulting,Business Services,5 - 10 million,-1,-1,"Conch Technologies, Inc
",30,53,41.5,TX,0,1
Business Analyst/Data Consultant,3.8,"Irving, TX","Glen Allen, VA",1001 - 5000 ,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,2 - 5 billion,"TEKsystems, Insight Global, Accenture",True,"Apex Systems
",30,53,41.5,TX,0,26
Data Analyst - Contract Renewals,2.8,"Richardson, TX","Richardson, TX",5001 - 10000 ,Public,Computer Hardware & Software,Information Technology,500 million - 1 billion,"Yardi Systems, AppFolio",-1,"RealPage
",30,53,41.5,TX,1,23
Analyst Supply Chain I Data Management,3.9,"Lewisville, TX","Addison, TX",5001 - 10000 ,Private,Consumer Products Manufacturing,Manufacturing,2 - 5 billion,-1,-1,"Mary Kay
",41,86,63.5,TX,0,58
Senior Data Analyst,4.5,"Dallas, TX","Irvine, CA",51 - 200 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"Mobilityware
",41,86,63.5,TX,0,31
Data Analyst,3.0,"Grapevine, TX","Plano, TX",51 - 200 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"AustinCSI
",41,86,63.5,TX,0,14
Data Integration Analyst,4.4,"Irving, TX","Irving, TX",51 - 200 ,Private,Computer Hardware & Software,Information Technology,5 - 10 million,-1,-1,"Apptricity Corporation
",41,86,63.5,TX,1,22
Data Analyst,4.1,"Plano, TX","New York, NY",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Mitchell Martin
",41,86,63.5,TX,0,37
Data Analyst,4.3,"Addison, TX","San Antonio, TX",51 - 200 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"National NeuroMonitoring
",41,86,63.5,TX,0,13
Healthcare Analyst / Healthcare Data Analyst,5.0,"Irving, TX","Irving, TX",Unknown,Public,-1,-1,Unknown / Non-Applicable,-1,-1,"PriceSenz
",41,86,63.5,TX,1,1
Human Resources data Analyst,1.9,"Plano, TX","Paris, France",51 - 200 ,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,"MOA
",41,86,63.5,TX,0,24
Business Analyst - Data Protection,3.4,"Irving, TX","Tokyo, Japan",10000 ,Public,IT Services,Information Technology,10 billion,"Capgemini, Accenture, Deloitte",-1,"NTT DATA
",41,86,63.5,TX,0,54
Data Analyst,2.8,"Arlington, TX","Winnebago, NE",201 - 500 ,Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",100 - 500 million,-1,-1,"Ho Chunk
",41,86,63.5,TX,0,26
Data Analyst,4.2,"Plano, TX","New Brunswick, NJ",201 - 500 ,Private,IT Services,Information Technology,10 - 25 million,-1,-1,"Precision technologies corp
",41,86,63.5,TX,0,13
Data Analytics Senior Analyst,3.7,"Irving, TX","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"Citi
",41,86,63.5,TX,0,209
Client Data Analyst,3.4,"Irving, TX","Irving, TX",5001 - 10000 ,Private,Advertising & Marketing,Business Services,500 million - 1 billion,"Marketing Werks, GMR Marketing, Anderson Merchandisers",-1,"Mosaic Sales Solutions
",41,86,63.5,TX,1,74
Information Technology Specialist / Data Analyst,3.2,"Dallas, TX","Mobile, AL",201 - 500 ,Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,"One Call Claims, LLC
",41,86,63.5,TX,0,1
Data Analyst,4.2,"Grapevine, TX","Dallas, TX",51 - 200 ,Private,IT Services,Information Technology,25 - 50 million,-1,-1,"Prudent Technologies & Consulting
",41,86,63.5,TX,0,23
Data Management Analyst,4.7,"Dallas, TX","San Diego, CA",51 - 200 ,Private,Aerospace & Defense,Aerospace & Defense,25 - 50 million,-1,-1,"Daylight Solutions
",41,86,63.5,TX,0,1
Data Import Analyst,4.6,"Plano, TX","Plano, TX",1 - 50 ,Private,-1,-1,1 - 5 million,-1,-1,"LeadsOnline LLC
",41,86,63.5,TX,1,1
Senior Data Analyst,3.8,"Dallas, TX","Towson, MD",51 - 200 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Excite Health Partners
",41,86,63.5,TX,0,1
SAS Data Analyst III(With SOL & Tableau),3.4,"Dallas, TX","Farmington Hills, MI",201 - 500 ,Private,Enterprise Software & Network Solutions,Information Technology,25 - 50 million,"Arena, HCL Technologies, PTC",-1,"PROLIM Global Corporation
",41,86,63.5,TX,0,16
NA Data Reporting Analyst,3.1,"Irving, TX","Boca Raton, FL",10000 ,Public,Security Services,Business Services,2 - 5 billion,"Vivint Smart Home, Johnson Controls",-1,"ADT
",41,86,63.5,TX,0,147
SAS Data Analyst,3.4,"Dallas, TX","Dallas, TX",5001 - 10000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Pinnacle Technical Resources, Inc.
",41,86,63.5,TX,1,25
Data Science- Security Analyst,3.4,"Dallas, TX","Flower Mound, TX",1 - 50 ,Private,IT Services,Information Technology,1 - 5 million,-1,-1,"eDataForce consulting LLC
",41,86,63.5,TX,0,9
Data Management Analyst,2.9,"Dallas, TX","Dallas, TX",10000 ,Public,Transportation Equipment Manufacturing,Manufacturing,5 - 10 billion,"GATX, BNSF Railway",-1,"Trinity Industries
",41,86,63.5,TX,1,88
Sr. Business Data Analyst - Enterprise Risk,2.5,"Dallas, TX","Pittsburgh, PA",1001 - 5000 ,Subsidiary or Business Segment,Lending,Finance,500 million - 1 billion,"Mortgage Connect, Amrock, Title365",-1,"ServiceLink, a Black Knight Company
",41,86,63.5,TX,0,54
Claims Data Analyst,4.0,"Irving, TX","Irving, TX",51 - 200 ,Private,Health Care Services & Hospitals,Health Care,5 - 10 million,-1,-1,"Lightbeam Health Solutions
",41,86,63.5,TX,1,1
Data Analyst 4,2.8,"Dallas, TX","Rockville, MD",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Telnet (Rockville, MD)
",41,86,63.5,TX,0,1
SENIOR APPLICATION PROGRAMMER ANALYST (Data Transformation & Integration) - ITD,3.3,"Tarrant, TX","Fort Worth, TX",1 - 50 ,Government,Municipal Governments,Government,1 million,-1,-1,"Tarrant County
",44,82,63.0,TX,0,1
Data Governance Analyst,3.8,"Dallas, TX","Red Bank, NJ",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,"Kforce, Mitchell Martin, Insight Global",-1,"Diversant LLC
",44,82,63.0,TX,0,16
Data Analyst - SM,3.8,"Irving, TX","Irving, TX",1 - 50 ,Private,"Health, Beauty, & Fitness",Consumer Services,1 million,-1,-1,"Vastika
",44,82,63.0,TX,1,1
Data Analyst {S02268P},4.2,"Arlington, TX","Arlington, TX",1001 - 5000 ,College / University,Colleges & Universities,Education,100 - 500 million,-1,-1,"University of Texas at Arlington
",44,82,63.0,TX,1,54
Data Analyst,4.1,"Plano, TX","Newark, CA",51 - 200 ,Private,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"APN Software Services Inc.
",44,82,63.0,TX,0,1
Data Analyst - Marketing,3.7,"Carrollton, TX","Madison, WI",5001 - 10000 ,Private,Lending,Finance,10 billion,-1,-1,"Fairway Independent Mortgage Corporation
",44,82,63.0,TX,0,25
Senior Data Quality Analyst,3.6,"Dallas, TX","Dallas, TX",501 - 1000 ,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,True,"Signify Health
",44,82,63.0,TX,1,4
Senior Data Analyst,3.5,"Plano, TX","Noida, India",10000 ,Public,Computer Hardware & Software,Information Technology,5 - 10 billion,"Infosys, Tata Consultancy Services, Wipro",-1,"HCL America Inc.
",44,82,63.0,TX,0,30
Sr. Enterprise BI Data Analyst,2.1,"Dallas, TX","Annapolis Junction, MD",10000 ,Public,Industrial Manufacturing,Manufacturing,2 - 5 billion,"SPX, Flowserve, Robbins & Myers",-1,"Colfax Corporation
",44,82,63.0,TX,0,26
Accounting/Data Analyst Associate,3.7,"Southlake, TX","Southlake, TX",1 - 50 ,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance",100 - 500 million,-1,-1,"Bloomfield Homes
",44,82,63.0,TX,1,1
Sr. Business Data Analyst Enterprise Risk,2.5,"Dallas, TX","Pittsburgh, PA",1001 - 5000 ,Subsidiary or Business Segment,Lending,Finance,500 million - 1 billion,"Mortgage Connect, Amrock, Title365",-1,"ServiceLink
",44,82,63.0,TX,0,54
Sr. BI Data Engineer and Analyst,3.6,"Dallas, TX","Dallas, TX",201 - 500 ,Private,Financial Transaction Processing,Finance,50 - 100 million,-1,-1,"Onyx CenterSource
",44,82,63.0,TX,1,8
"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",3.3,"Dallas, TX","Saint Louis, MO",1001 - 5000 ,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Edelman, Burson-Marsteller, Weber Shandwick",-1,"Fleishman-Hillard Inc
",44,82,63.0,TX,0,75
Data Platform System Analyst Lead (Data Services),3.9,"Lewisville, TX","New York, NY",10000 ,Public,Investment Banking & Asset Management,Finance,10 billion,-1,-1,"JPMorgan Chase
",44,82,63.0,TX,0,222
Business Analyst/Data Analyst,3.7,"Irving, TX","South Plainfield, NJ",51 - 200 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,"Artech Information Systems, Mindlance, Tech Mahindra",-1,"eTeam Inc.
",44,82,63.0,TX,0,22
Data Analyst,3.3,"Coppell, TX","Bengaluru, India",1001 - 5000 ,Public,IT Services,Information Technology,50 - 100 million,-1,-1,"Mindteck
",44,82,63.0,TX,0,30
"Data Management Analyst - Dallas, TX/ Tempe, FL",5.0,"Dallas, TX","Alpharetta, GA",1 - 50 ,Private,-1,-1,1 million,-1,-1,"Georgia IT Inc.
",44,82,63.0,TX,0,1
